site,year,flow_metric,result
11530500,1914,Wet_BFL_Mag_10,16650
11530500,1914,Wet_BFL_Mag_50,42700
11530500,1914,Wet_Tim,75
11530500,1914,Peak_Tim_10,NA
11530500,1914,Peak_Tim_2,113
11530500,1914,Peak_Tim_5,NA
11530500,1914,Peak_Dur_10,NA
11530500,1914,Peak_Dur_2,1
11530500,1914,Peak_Dur_5,NA
11530500,1914,Peak_10,270399.99999999994
11530500,1914,Peak_2,125000
11530500,1914,Peak_5,181600
11530500,1914,Peak_Fre_10,NA
11530500,1914,Peak_Fre_2,1
11530500,1914,Peak_Fre_5,NA
11530500,1915,DS_Dur_WS,91
11530500,1915,DS_Tim,321
11530500,1915,DS_Mag_50,3340
11530500,1915,DS_Mag_90,3940
11530500,1915,FA_Dur,4
11530500,1915,FA_Mag,33699.765620615704
11530500,1915,FA_Tim,18
11530500,1915,SP_ROC,0.04205607476635514
11530500,1915,SP_Dur,63
11530500,1915,SP_Mag,32500
11530500,1915,SP_Tim,258
11530500,1915,Wet_BFL_Dur,168
11530500,1915,Wet_BFL_Mag_10,19489.999999999996
11530500,1915,Wet_BFL_Mag_50,31900
11530500,1915,Wet_Tim,90
11530500,1915,Peak_Tim_10,NA
11530500,1915,Peak_Tim_2,124
11530500,1915,Peak_Tim_5,124
11530500,1915,Peak_Dur_10,NA
11530500,1915,Peak_Dur_2,1
11530500,1915,Peak_Dur_5,1
11530500,1915,Peak_10,270399.99999999994
11530500,1915,Peak_2,125000
11530500,1915,Peak_5,181600
11530500,1915,Peak_Fre_10,NA
11530500,1915,Peak_Fre_2,1
11530500,1915,Peak_Fre_5,1
11530500,1916,DS_Dur_WS,127
11530500,1916,DS_Tim,322
11530500,1916,DS_Mag_50,3620
11530500,1916,DS_Mag_90,10640.000000000004
11530500,1916,FA_Dur,NA
11530500,1916,FA_Mag,NA
11530500,1916,FA_Tim,NA
11530500,1916,SP_ROC,0.042735042735042736
11530500,1916,SP_Dur,147
11530500,1916,SP_Mag,81700
11530500,1916,SP_Tim,175
11530500,1916,Wet_BFL_Dur,129
11530500,1916,Wet_BFL_Mag_10,11880
11530500,1916,Wet_BFL_Mag_50,22100
11530500,1916,Wet_Tim,46
11530500,1916,Peak_Tim_10,NA
11530500,1916,Peak_Tim_2,NA
11530500,1916,Peak_Tim_5,NA
11530500,1916,Peak_Dur_10,NA
11530500,1916,Peak_Dur_2,NA
11530500,1916,Peak_Dur_5,NA
11530500,1916,Peak_10,270399.99999999994
11530500,1916,Peak_2,125000
11530500,1916,Peak_5,181600
11530500,1916,Peak_Fre_10,NA
11530500,1916,Peak_Fre_2,NA
11530500,1916,Peak_Fre_5,NA
11530500,1917,DS_Dur_WS,100
11530500,1917,DS_Tim,315
11530500,1917,DS_Mag_50,2860
11530500,1917,DS_Mag_90,3254.0000000000014
11530500,1917,FA_Dur,3
11530500,1917,FA_Mag,8499.991365201684
11530500,1917,FA_Tim,35
11530500,1917,SP_ROC,0.04349046015712682
11530500,1917,SP_Dur,101
11530500,1917,SP_Mag,41500
11530500,1917,SP_Tim,214
11530500,1917,Wet_BFL_Dur,131
11530500,1917,Wet_BFL_Mag_10,8500
11530500,1917,Wet_BFL_Mag_50,17200
11530500,1917,Wet_Tim,83
11530500,1917,Peak_Tim_10,NA
11530500,1917,Peak_Tim_2,NA
11530500,1917,Peak_Tim_5,NA
11530500,1917,Peak_Dur_10,NA
11530500,1917,Peak_Dur_2,NA
11530500,1917,Peak_Dur_5,NA
11530500,1917,Peak_10,270399.99999999994
11530500,1917,Peak_2,125000
11530500,1917,Peak_5,181600
11530500,1917,Peak_Fre_10,NA
11530500,1917,Peak_Fre_2,NA
11530500,1917,Peak_Fre_5,NA
11530500,1918,DS_Dur_WS,174
11530500,1918,DS_Tim,290
11530500,1918,DS_Mag_50,2560
11530500,1918,DS_Mag_90,8200
11530500,1918,FA_Dur,4
11530500,1918,FA_Mag,4499.994186463664
11530500,1918,FA_Tim,37
11530500,1918,SP_ROC,0.03508771929824561
11530500,1918,SP_Dur,95
11530500,1918,SP_Mag,31300
11530500,1918,SP_Tim,195
11530500,1918,Wet_BFL_Dur,146
11530500,1918,Wet_BFL_Mag_10,6100
11530500,1918,Wet_BFL_Mag_50,16000
11530500,1918,Wet_Tim,49
11530500,1918,Peak_Tim_10,NA
11530500,1918,Peak_Tim_2,NA
11530500,1918,Peak_Tim_5,NA
11530500,1918,Peak_Dur_10,NA
11530500,1918,Peak_Dur_2,NA
11530500,1918,Peak_Dur_5,NA
11530500,1918,Peak_10,270399.99999999994
11530500,1918,Peak_2,125000
11530500,1918,Peak_5,181600
11530500,1918,Peak_Fre_10,NA
11530500,1918,Peak_Fre_2,NA
11530500,1918,Peak_Fre_5,NA
11530500,1919,DS_Dur_WS,111
11530500,1919,DS_Tim,308
11530500,1919,DS_Mag_50,2560
11530500,1919,DS_Mag_90,3500
11530500,1919,FA_Dur,6
11530500,1919,FA_Mag,5339.995585361377
11530500,1919,FA_Tim,32
11530500,1919,SP_ROC,0.04411764705882353
11530500,1919,SP_Dur,105
11530500,1919,SP_Mag,51300
11530500,1919,SP_Tim,203
11530500,1919,Wet_BFL_Dur,105
11530500,1919,Wet_BFL_Mag_10,11400
11530500,1919,Wet_BFL_Mag_50,33700
11530500,1919,Wet_Tim,98
11530500,1919,Peak_Tim_10,NA
11530500,1919,Peak_Tim_2,NA
11530500,1919,Peak_Tim_5,NA
11530500,1919,Peak_Dur_10,NA
11530500,1919,Peak_Dur_2,NA
11530500,1919,Peak_Dur_5,NA
11530500,1919,Peak_10,270399.99999999994
11530500,1919,Peak_2,125000
11530500,1919,Peak_5,181600
11530500,1919,Peak_Fre_10,NA
11530500,1919,Peak_Fre_2,NA
11530500,1919,Peak_Fre_5,NA
11530500,1920,DS_Dur_WS,82
11530500,1920,DS_Tim,323
11530500,1920,DS_Mag_50,3485
11530500,1920,DS_Mag_90,7070.000000000002
11530500,1920,FA_Dur,4
11530500,1920,FA_Mag,4309.8854024971
11530500,1920,FA_Tim,34
11530500,1920,SP_ROC,0.046125461254612546
11530500,1920,SP_Dur,98
11530500,1920,SP_Mag,15600
11530500,1920,SP_Tim,225
11530500,1920,Wet_BFL_Dur,172
11530500,1920,Wet_BFL_Mag_10,5680
11530500,1920,Wet_BFL_Mag_50,8650
11530500,1920,Wet_Tim,53
11530500,1920,Peak_Tim_10,NA
11530500,1920,Peak_Tim_2,NA
11530500,1920,Peak_Tim_5,NA
11530500,1920,Peak_Dur_10,NA
11530500,1920,Peak_Dur_2,NA
11530500,1920,Peak_Dur_5,NA
11530500,1920,Peak_10,270399.99999999994
11530500,1920,Peak_2,125000
11530500,1920,Peak_5,181600
11530500,1920,Peak_Fre_10,NA
11530500,1920,Peak_Fre_2,NA
11530500,1920,Peak_Fre_5,NA
11530500,1921,DS_Dur_WS,102
11530500,1921,DS_Tim,311
11530500,1921,DS_Mag_50,2880
11530500,1921,DS_Mag_90,3600
11530500,1921,FA_Dur,2
11530500,1921,FA_Mag,11999.951954128064
11530500,1921,FA_Tim,18
11530500,1921,SP_ROC,0.04318558409279205
11530500,1921,SP_Dur,164
11530500,1921,SP_Mag,102000
11530500,1921,SP_Tim,147
11530500,1921,Wet_BFL_Dur,108
11530500,1921,Wet_BFL_Mag_10,25800
11530500,1921,Wet_BFL_Mag_50,35800
11530500,1921,Wet_Tim,39
11530500,1921,Peak_Tim_10,NA
11530500,1921,Peak_Tim_2,NA
11530500,1921,Peak_Tim_5,NA
11530500,1921,Peak_Dur_10,NA
11530500,1921,Peak_Dur_2,NA
11530500,1921,Peak_Dur_5,NA
11530500,1921,Peak_10,270399.99999999994
11530500,1921,Peak_2,125000
11530500,1921,Peak_5,181600
11530500,1921,Peak_Fre_10,NA
11530500,1921,Peak_Fre_2,NA
11530500,1921,Peak_Fre_5,NA
11530500,1922,DS_Dur_WS,133
11530500,1922,DS_Tim,301
11530500,1922,DS_Mag_50,3220
11530500,1922,DS_Mag_90,4040
11530500,1922,FA_Dur,NA
11530500,1922,FA_Mag,NA
11530500,1922,FA_Tim,NA
11530500,1922,SP_ROC,0.06116213057271665
11530500,1922,SP_Dur,55
11530500,1922,SP_Mag,23900
11530500,1922,SP_Tim,246
11530500,1922,Wet_BFL_Dur,199
11530500,1922,Wet_BFL_Mag_10,8360
11530500,1922,Wet_BFL_Mag_50,18500
11530500,1922,Wet_Tim,47
11530500,1922,Peak_Tim_10,NA
11530500,1922,Peak_Tim_2,NA
11530500,1922,Peak_Tim_5,NA
11530500,1922,Peak_Dur_10,NA
11530500,1922,Peak_Dur_2,NA
11530500,1922,Peak_Dur_5,NA
11530500,1922,Peak_10,270399.99999999994
11530500,1922,Peak_2,125000
11530500,1922,Peak_5,181600
11530500,1922,Peak_Fre_10,NA
11530500,1922,Peak_Fre_2,NA
11530500,1922,Peak_Fre_5,NA
11530500,1923,DS_Dur_WS,119
11530500,1923,DS_Tim,304
11530500,1923,DS_Mag_50,3220
11530500,1923,DS_Mag_90,4280
11530500,1923,FA_Dur,6
11530500,1923,FA_Mag,5619.9891374219
11530500,1923,FA_Tim,41
11530500,1923,SP_ROC,0.05268781669971359
11530500,1923,SP_Dur,80
11530500,1923,SP_Mag,16000
11530500,1923,SP_Tim,224
11530500,1923,Wet_BFL_Dur,156
11530500,1923,Wet_BFL_Mag_10,8680
11530500,1923,Wet_BFL_Mag_50,13600
11530500,1923,Wet_Tim,68
11530500,1923,Peak_Tim_10,NA
11530500,1923,Peak_Tim_2,NA
11530500,1923,Peak_Tim_5,NA
11530500,1923,Peak_Dur_10,NA
11530500,1923,Peak_Dur_2,NA
11530500,1923,Peak_Dur_5,NA
11530500,1923,Peak_10,270399.99999999994
11530500,1923,Peak_2,125000
11530500,1923,Peak_5,181600
11530500,1923,Peak_Fre_10,NA
11530500,1923,Peak_Fre_2,NA
11530500,1923,Peak_Fre_5,NA
11530500,1924,DS_Dur_WS,117
11530500,1924,DS_Tim,271
11530500,1924,DS_Mag_50,2060
11530500,1924,DS_Mag_90,3040
11530500,1924,FA_Dur,3
11530500,1924,FA_Mag,6199.922532157612
11530500,1924,FA_Tim,6
11530500,1924,SP_ROC,0.05641213901125795
11530500,1924,SP_Dur,136
11530500,1924,SP_Mag,19400
11530500,1924,SP_Tim,135
11530500,1924,Wet_BFL_Dur,78
11530500,1924,Wet_BFL_Mag_10,5060
11530500,1924,Wet_BFL_Mag_50,7100
11530500,1924,Wet_Tim,57
11530500,1924,Peak_Tim_10,NA
11530500,1924,Peak_Tim_2,NA
11530500,1924,Peak_Tim_5,NA
11530500,1924,Peak_Dur_10,NA
11530500,1924,Peak_Dur_2,NA
11530500,1924,Peak_Dur_5,NA
11530500,1924,Peak_10,270399.99999999994
11530500,1924,Peak_2,125000
11530500,1924,Peak_5,181600
11530500,1924,Peak_Fre_10,NA
11530500,1924,Peak_Fre_2,NA
11530500,1924,Peak_Fre_5,NA
11530500,1925,DS_Dur_WS,114
11530500,1925,DS_Tim,291
11530500,1925,DS_Mag_50,3820
11530500,1925,DS_Mag_90,4280
11530500,1925,FA_Dur,NA
11530500,1925,FA_Mag,NA
11530500,1925,FA_Tim,NA
11530500,1925,SP_ROC,0.03333333333333333
11530500,1925,SP_Dur,85
11530500,1925,SP_Mag,44500
11530500,1925,SP_Tim,206
11530500,1925,Wet_BFL_Dur,184
11530500,1925,Wet_BFL_Mag_10,11090
11530500,1925,Wet_BFL_Mag_50,18750
11530500,1925,Wet_Tim,22
11530500,1925,Peak_Tim_10,NA
11530500,1925,Peak_Tim_2,127
11530500,1925,Peak_Tim_5,NA
11530500,1925,Peak_Dur_10,NA
11530500,1925,Peak_Dur_2,2
11530500,1925,Peak_Dur_5,NA
11530500,1925,Peak_10,270399.99999999994
11530500,1925,Peak_2,125000
11530500,1925,Peak_5,181600
11530500,1925,Peak_Fre_10,NA
11530500,1925,Peak_Fre_2,1
11530500,1925,Peak_Fre_5,NA
11530500,1926,DS_Dur_WS,NA
11530500,1926,DS_Tim,272
11530500,1926,DS_Mag_50,NA
11530500,1926,DS_Mag_90,NA
11530500,1926,FA_Dur,NA
11530500,1926,FA_Mag,NA
11530500,1926,FA_Tim,NA
11530500,1926,SP_ROC,0.03762071262071262
11530500,1926,SP_Dur,137
11530500,1926,SP_Mag,61100
11530500,1926,SP_Tim,135
11530500,1926,Wet_BFL_Dur,96
11530500,1926,Wet_BFL_Mag_10,5620
11530500,1926,Wet_BFL_Mag_50,8680
11530500,1926,Wet_Tim,39
11530500,1926,Peak_Tim_10,NA
11530500,1926,Peak_Tim_2,NA
11530500,1926,Peak_Tim_5,NA
11530500,1926,Peak_Dur_10,NA
11530500,1926,Peak_Dur_2,NA
11530500,1926,Peak_Dur_5,NA
11530500,1926,Peak_10,270399.99999999994
11530500,1926,Peak_2,125000
11530500,1926,Peak_5,181600
11530500,1926,Peak_Fre_10,NA
11530500,1926,Peak_Fre_2,NA
11530500,1926,Peak_Fre_5,NA
11530500,1927,DS_Dur_WS,NA
11530500,1927,DS_Tim,NA
11530500,1927,DS_Mag_50,NA
11530500,1927,DS_Mag_90,NA
11530500,1927,FA_Dur,NA
11530500,1927,FA_Mag,NA
11530500,1927,FA_Tim,NA
11530500,1927,SP_ROC,NA
11530500,1927,SP_Dur,NA
11530500,1927,SP_Mag,NA
11530500,1927,SP_Tim,NA
11530500,1927,Wet_BFL_Dur,NA
11530500,1927,Wet_BFL_Mag_10,NA
11530500,1927,Wet_BFL_Mag_50,NA
11530500,1927,Wet_Tim,NA
11530500,1927,Peak_Tim_10,NA
11530500,1927,Peak_Tim_2,NA
11530500,1927,Peak_Tim_5,NA
11530500,1927,Peak_Dur_10,NA
11530500,1927,Peak_Dur_2,NA
11530500,1927,Peak_Dur_5,NA
11530500,1927,Peak_10,NA
11530500,1927,Peak_2,NA
11530500,1927,Peak_5,NA
11530500,1927,Peak_Fre_10,NA
11530500,1927,Peak_Fre_2,NA
11530500,1927,Peak_Fre_5,NA
11530500,1928,DS_Dur_WS,NA
11530500,1928,DS_Tim,NA
11530500,1928,DS_Mag_50,NA
11530500,1928,DS_Mag_90,NA
11530500,1928,FA_Dur,NA
11530500,1928,FA_Mag,NA
11530500,1928,FA_Tim,NA
11530500,1928,SP_ROC,NA
11530500,1928,SP_Dur,NA
11530500,1928,SP_Mag,NA
11530500,1928,SP_Tim,NA
11530500,1928,Wet_BFL_Dur,NA
11530500,1928,Wet_BFL_Mag_10,NA
11530500,1928,Wet_BFL_Mag_50,NA
11530500,1928,Wet_Tim,NA
11530500,1928,Peak_Tim_10,NA
11530500,1928,Peak_Tim_2,NA
11530500,1928,Peak_Tim_5,NA
11530500,1928,Peak_Dur_10,NA
11530500,1928,Peak_Dur_2,NA
11530500,1928,Peak_Dur_5,NA
11530500,1928,Peak_10,NA
11530500,1928,Peak_2,NA
11530500,1928,Peak_5,NA
11530500,1928,Peak_Fre_10,NA
11530500,1928,Peak_Fre_2,NA
11530500,1928,Peak_Fre_5,NA
11530500,1929,DS_Dur_WS,NA
11530500,1929,DS_Tim,NA
11530500,1929,DS_Mag_50,NA
11530500,1929,DS_Mag_90,NA
11530500,1929,FA_Dur,NA
11530500,1929,FA_Mag,NA
11530500,1929,FA_Tim,NA
11530500,1929,SP_ROC,NA
11530500,1929,SP_Dur,NA
11530500,1929,SP_Mag,NA
11530500,1929,SP_Tim,NA
11530500,1929,Wet_BFL_Dur,NA
11530500,1929,Wet_BFL_Mag_10,NA
11530500,1929,Wet_BFL_Mag_50,NA
11530500,1929,Wet_Tim,NA
11530500,1929,Peak_Tim_10,NA
11530500,1929,Peak_Tim_2,NA
11530500,1929,Peak_Tim_5,NA
11530500,1929,Peak_Dur_10,NA
11530500,1929,Peak_Dur_2,NA
11530500,1929,Peak_Dur_5,NA
11530500,1929,Peak_10,NA
11530500,1929,Peak_2,NA
11530500,1929,Peak_5,NA
11530500,1929,Peak_Fre_10,NA
11530500,1929,Peak_Fre_2,NA
11530500,1929,Peak_Fre_5,NA
11530500,1930,DS_Dur_WS,NA
11530500,1930,DS_Tim,NA
11530500,1930,DS_Mag_50,NA
11530500,1930,DS_Mag_90,NA
11530500,1930,FA_Dur,NA
11530500,1930,FA_Mag,NA
11530500,1930,FA_Tim,NA
11530500,1930,SP_ROC,NA
11530500,1930,SP_Dur,NA
11530500,1930,SP_Mag,NA
11530500,1930,SP_Tim,NA
11530500,1930,Wet_BFL_Dur,NA
11530500,1930,Wet_BFL_Mag_10,NA
11530500,1930,Wet_BFL_Mag_50,NA
11530500,1930,Wet_Tim,NA
11530500,1930,Peak_Tim_10,NA
11530500,1930,Peak_Tim_2,NA
11530500,1930,Peak_Tim_5,NA
11530500,1930,Peak_Dur_10,NA
11530500,1930,Peak_Dur_2,NA
11530500,1930,Peak_Dur_5,NA
11530500,1930,Peak_10,NA
11530500,1930,Peak_2,NA
11530500,1930,Peak_5,NA
11530500,1930,Peak_Fre_10,NA
11530500,1930,Peak_Fre_2,NA
11530500,1930,Peak_Fre_5,NA
11530500,1931,DS_Dur_WS,NA
11530500,1931,DS_Tim,NA
11530500,1931,DS_Mag_50,NA
11530500,1931,DS_Mag_90,NA
11530500,1931,FA_Dur,NA
11530500,1931,FA_Mag,NA
11530500,1931,FA_Tim,NA
11530500,1931,SP_ROC,NA
11530500,1931,SP_Dur,NA
11530500,1931,SP_Mag,NA
11530500,1931,SP_Tim,NA
11530500,1931,Wet_BFL_Dur,NA
11530500,1931,Wet_BFL_Mag_10,NA
11530500,1931,Wet_BFL_Mag_50,NA
11530500,1931,Wet_Tim,NA
11530500,1931,Peak_Tim_10,NA
11530500,1931,Peak_Tim_2,NA
11530500,1931,Peak_Tim_5,NA
11530500,1931,Peak_Dur_10,NA
11530500,1931,Peak_Dur_2,NA
11530500,1931,Peak_Dur_5,NA
11530500,1931,Peak_10,NA
11530500,1931,Peak_2,NA
11530500,1931,Peak_5,NA
11530500,1931,Peak_Fre_10,NA
11530500,1931,Peak_Fre_2,NA
11530500,1931,Peak_Fre_5,NA
11530500,1932,DS_Dur_WS,NA
11530500,1932,DS_Tim,NA
11530500,1932,DS_Mag_50,NA
11530500,1932,DS_Mag_90,NA
11530500,1932,FA_Dur,NA
11530500,1932,FA_Mag,NA
11530500,1932,FA_Tim,NA
11530500,1932,SP_ROC,NA
11530500,1932,SP_Dur,NA
11530500,1932,SP_Mag,NA
11530500,1932,SP_Tim,NA
11530500,1932,Wet_BFL_Dur,NA
11530500,1932,Wet_BFL_Mag_10,NA
11530500,1932,Wet_BFL_Mag_50,NA
11530500,1932,Wet_Tim,NA
11530500,1932,Peak_Tim_10,NA
11530500,1932,Peak_Tim_2,NA
11530500,1932,Peak_Tim_5,NA
11530500,1932,Peak_Dur_10,NA
11530500,1932,Peak_Dur_2,NA
11530500,1932,Peak_Dur_5,NA
11530500,1932,Peak_10,NA
11530500,1932,Peak_2,NA
11530500,1932,Peak_5,NA
11530500,1932,Peak_Fre_10,NA
11530500,1932,Peak_Fre_2,NA
11530500,1932,Peak_Fre_5,NA
11530500,1933,DS_Dur_WS,NA
11530500,1933,DS_Tim,NA
11530500,1933,DS_Mag_50,NA
11530500,1933,DS_Mag_90,NA
11530500,1933,FA_Dur,NA
11530500,1933,FA_Mag,NA
11530500,1933,FA_Tim,NA
11530500,1933,SP_ROC,NA
11530500,1933,SP_Dur,NA
11530500,1933,SP_Mag,NA
11530500,1933,SP_Tim,NA
11530500,1933,Wet_BFL_Dur,NA
11530500,1933,Wet_BFL_Mag_10,NA
11530500,1933,Wet_BFL_Mag_50,NA
11530500,1933,Wet_Tim,NA
11530500,1933,Peak_Tim_10,NA
11530500,1933,Peak_Tim_2,NA
11530500,1933,Peak_Tim_5,NA
11530500,1933,Peak_Dur_10,NA
11530500,1933,Peak_Dur_2,NA
11530500,1933,Peak_Dur_5,NA
11530500,1933,Peak_10,NA
11530500,1933,Peak_2,NA
11530500,1933,Peak_5,NA
11530500,1933,Peak_Fre_10,NA
11530500,1933,Peak_Fre_2,NA
11530500,1933,Peak_Fre_5,NA
11530500,1934,DS_Dur_WS,NA
11530500,1934,DS_Tim,NA
11530500,1934,DS_Mag_50,NA
11530500,1934,DS_Mag_90,NA
11530500,1934,FA_Dur,NA
11530500,1934,FA_Mag,NA
11530500,1934,FA_Tim,NA
11530500,1934,SP_ROC,NA
11530500,1934,SP_Dur,NA
11530500,1934,SP_Mag,NA
11530500,1934,SP_Tim,NA
11530500,1934,Wet_BFL_Dur,NA
11530500,1934,Wet_BFL_Mag_10,NA
11530500,1934,Wet_BFL_Mag_50,NA
11530500,1934,Wet_Tim,NA
11530500,1934,Peak_Tim_10,NA
11530500,1934,Peak_Tim_2,NA
11530500,1934,Peak_Tim_5,NA
11530500,1934,Peak_Dur_10,NA
11530500,1934,Peak_Dur_2,NA
11530500,1934,Peak_Dur_5,NA
11530500,1934,Peak_10,NA
11530500,1934,Peak_2,NA
11530500,1934,Peak_5,NA
11530500,1934,Peak_Fre_10,NA
11530500,1934,Peak_Fre_2,NA
11530500,1934,Peak_Fre_5,NA
11530500,1935,DS_Dur_WS,NA
11530500,1935,DS_Tim,NA
11530500,1935,DS_Mag_50,NA
11530500,1935,DS_Mag_90,NA
11530500,1935,FA_Dur,NA
11530500,1935,FA_Mag,NA
11530500,1935,FA_Tim,NA
11530500,1935,SP_ROC,NA
11530500,1935,SP_Dur,NA
11530500,1935,SP_Mag,NA
11530500,1935,SP_Tim,NA
11530500,1935,Wet_BFL_Dur,NA
11530500,1935,Wet_BFL_Mag_10,NA
11530500,1935,Wet_BFL_Mag_50,NA
11530500,1935,Wet_Tim,NA
11530500,1935,Peak_Tim_10,NA
11530500,1935,Peak_Tim_2,NA
11530500,1935,Peak_Tim_5,NA
11530500,1935,Peak_Dur_10,NA
11530500,1935,Peak_Dur_2,NA
11530500,1935,Peak_Dur_5,NA
11530500,1935,Peak_10,NA
11530500,1935,Peak_2,NA
11530500,1935,Peak_5,NA
11530500,1935,Peak_Fre_10,NA
11530500,1935,Peak_Fre_2,NA
11530500,1935,Peak_Fre_5,NA
11530500,1936,DS_Dur_WS,NA
11530500,1936,DS_Tim,NA
11530500,1936,DS_Mag_50,NA
11530500,1936,DS_Mag_90,NA
11530500,1936,FA_Dur,NA
11530500,1936,FA_Mag,NA
11530500,1936,FA_Tim,NA
11530500,1936,SP_ROC,NA
11530500,1936,SP_Dur,NA
11530500,1936,SP_Mag,NA
11530500,1936,SP_Tim,NA
11530500,1936,Wet_BFL_Dur,NA
11530500,1936,Wet_BFL_Mag_10,NA
11530500,1936,Wet_BFL_Mag_50,NA
11530500,1936,Wet_Tim,NA
11530500,1936,Peak_Tim_10,NA
11530500,1936,Peak_Tim_2,NA
11530500,1936,Peak_Tim_5,NA
11530500,1936,Peak_Dur_10,NA
11530500,1936,Peak_Dur_2,NA
11530500,1936,Peak_Dur_5,NA
11530500,1936,Peak_10,NA
11530500,1936,Peak_2,NA
11530500,1936,Peak_5,NA
11530500,1936,Peak_Fre_10,NA
11530500,1936,Peak_Fre_2,NA
11530500,1936,Peak_Fre_5,NA
11530500,1937,DS_Dur_WS,NA
11530500,1937,DS_Tim,NA
11530500,1937,DS_Mag_50,NA
11530500,1937,DS_Mag_90,NA
11530500,1937,FA_Dur,NA
11530500,1937,FA_Mag,NA
11530500,1937,FA_Tim,NA
11530500,1937,SP_ROC,NA
11530500,1937,SP_Dur,NA
11530500,1937,SP_Mag,NA
11530500,1937,SP_Tim,NA
11530500,1937,Wet_BFL_Dur,NA
11530500,1937,Wet_BFL_Mag_10,NA
11530500,1937,Wet_BFL_Mag_50,NA
11530500,1937,Wet_Tim,NA
11530500,1937,Peak_Tim_10,NA
11530500,1937,Peak_Tim_2,NA
11530500,1937,Peak_Tim_5,NA
11530500,1937,Peak_Dur_10,NA
11530500,1937,Peak_Dur_2,NA
11530500,1937,Peak_Dur_5,NA
11530500,1937,Peak_10,NA
11530500,1937,Peak_2,NA
11530500,1937,Peak_5,NA
11530500,1937,Peak_Fre_10,NA
11530500,1937,Peak_Fre_2,NA
11530500,1937,Peak_Fre_5,NA
11530500,1938,DS_Dur_WS,NA
11530500,1938,DS_Tim,NA
11530500,1938,DS_Mag_50,NA
11530500,1938,DS_Mag_90,NA
