site,year,flow_metric,result
11475000,1970,Peak_2,69500
11475000,1970,Peak_5,122200
11475000,1970,Peak_Fre_10,NA
11475000,1970,Peak_Fre_2,3
11475000,1970,Peak_Fre_5,1
11475000,1971,DS_Dur_WS,205
11475000,1971,DS_Tim,214
11475000,1971,DS_Mag_50,128
11475000,1971,DS_Mag_90,1577.9999999999995
11475000,1971,FA_Dur,NA
11475000,1971,FA_Mag,NA
11475000,1971,FA_Tim,NA
11475000,1971,SP_ROC,0.05496620240071204
11475000,1971,SP_Dur,18
11475000,1971,SP_Mag,7540
11475000,1971,SP_Tim,196
11475000,1971,Wet_BFL_Dur,165
11475000,1971,Wet_BFL_Mag_10,1606
11475000,1971,Wet_BFL_Mag_50,5890
11475000,1971,Wet_Tim,31
11475000,1971,Peak_Tim_10,NA
11475000,1971,Peak_Tim_2,107
11475000,1971,Peak_Tim_5,NA
11475000,1971,Peak_Dur_10,NA
11475000,1971,Peak_Dur_2,4
11475000,1971,Peak_Dur_5,NA
11475000,1971,Peak_10,191000.00000000003
11475000,1971,Peak_2,69500
11475000,1971,Peak_5,122200
11475000,1971,Peak_Fre_10,NA
11475000,1971,Peak_Fre_2,3
11475000,1971,Peak_Fre_5,NA
11475000,1972,DS_Dur_WS,184
11475000,1972,DS_Tim,249
11475000,1972,DS_Mag_50,121.5
11475000,1972,DS_Mag_90,1706.0000000000032
11475000,1972,FA_Dur,7
11475000,1972,FA_Mag,1749.9957489403869
11475000,1972,FA_Tim,44
11475000,1972,SP_ROC,0.05363984674329502
11475000,1972,SP_Dur,50
11475000,1972,SP_Mag,10900
11475000,1972,SP_Tim,199
11475000,1972,Wet_BFL_Dur,146
11475000,1972,Wet_BFL_Mag_10,1260
11475000,1972,Wet_BFL_Mag_50,4065
11475000,1972,Wet_Tim,53
11475000,1972,Peak_Tim_10,NA
11475000,1972,Peak_Tim_2,NA
11475000,1972,Peak_Tim_5,NA
11475000,1972,Peak_Dur_10,NA
11475000,1972,Peak_Dur_2,NA
11475000,1972,Peak_Dur_5,NA
11475000,1972,Peak_10,191000.00000000003
11475000,1972,Peak_2,69500
11475000,1972,Peak_5,122200
11475000,1972,Peak_Fre_10,NA
11475000,1972,Peak_Fre_2,NA
11475000,1972,Peak_Fre_5,NA
11475000,1973,DS_Dur_WS,148
11475000,1973,DS_Tim,249
11475000,1973,DS_Mag_50,78.5
11475000,1973,DS_Mag_90,322.8000000000002
11475000,1973,FA_Dur,4
11475000,1973,FA_Mag,572.9975751021026
11475000,1973,FA_Tim,12
11475000,1973,SP_ROC,0.0603176800359899
11475000,1973,SP_Dur,37
11475000,1973,SP_Mag,3410
11475000,1973,SP_Tim,212
11475000,1973,Wet_BFL_Dur,145
11475000,1973,Wet_BFL_Mag_10,2552
11475000,1973,Wet_BFL_Mag_50,6960
11475000,1973,Wet_Tim,67
11475000,1973,Peak_Tim_10,NA
11475000,1973,Peak_Tim_2,107
11475000,1973,Peak_Tim_5,NA
11475000,1973,Peak_Dur_10,NA
11475000,1973,Peak_Dur_2,1
11475000,1973,Peak_Dur_5,NA
11475000,1973,Peak_10,191000.00000000003
11475000,1973,Peak_2,69500
11475000,1973,Peak_5,122200
11475000,1973,Peak_Fre_10,NA
11475000,1973,Peak_Fre_2,1
11475000,1973,Peak_Fre_5,NA
11475000,1974,DS_Dur_WS,236
11475000,1974,DS_Tim,212
11475000,1974,DS_Mag_50,153
11475000,1974,DS_Mag_90,1695
11475000,1974,FA_Dur,4
11475000,1974,FA_Mag,8469.953705899843
11475000,1974,FA_Tim,22
11475000,1974,SP_ROC,0.06135986733001658
11475000,1974,SP_Dur,26
11475000,1974,SP_Mag,67500
11475000,1974,SP_Tim,186
11475000,1974,Wet_BFL_Dur,155
11475000,1974,Wet_BFL_Mag_10,4582
11475000,1974,Wet_BFL_Mag_50,11100
11475000,1974,Wet_Tim,31
11475000,1974,Peak_Tim_10,107
11475000,1974,Peak_Tim_2,143
11475000,1974,Peak_Tim_5,143.5
11475000,1974,Peak_Dur_10,1
11475000,1974,Peak_Dur_2,4
11475000,1974,Peak_Dur_5,3
11475000,1974,Peak_10,191000.00000000003
11475000,1974,Peak_2,69500
11475000,1974,Peak_5,122200
11475000,1974,Peak_Fre_10,1
11475000,1974,Peak_Fre_2,2
11475000,1974,Peak_Fre_5,2
11475000,1975,DS_Dur_WS,124
11475000,1975,DS_Tim,263
11475000,1975,DS_Mag_50,81.5
11475000,1975,DS_Mag_90,298.6
11475000,1975,FA_Dur,6
11475000,1975,FA_Mag,294.998419301058
11475000,1975,FA_Tim,29
11475000,1975,SP_ROC,0.06757882272663415
11475000,1975,SP_Dur,33
11475000,1975,SP_Mag,5570
11475000,1975,SP_Tim,230
11475000,1975,Wet_BFL_Dur,148
11475000,1975,Wet_BFL_Mag_10,1346
11475000,1975,Wet_BFL_Mag_50,6340
11475000,1975,Wet_Tim,82
11475000,1975,Peak_Tim_10,NA
11475000,1975,Peak_Tim_2,168
11475000,1975,Peak_Tim_5,NA
11475000,1975,Peak_Dur_10,NA
11475000,1975,Peak_Dur_2,4
11475000,1975,Peak_Dur_5,NA
11475000,1975,Peak_10,191000.00000000003
11475000,1975,Peak_2,69500
11475000,1975,Peak_5,122200
11475000,1975,Peak_Fre_10,NA
11475000,1975,Peak_Fre_2,3
11475000,1975,Peak_Fre_5,NA
11475000,1976,DS_Dur_WS,254
11475000,1976,DS_Tim,240
11475000,1976,DS_Mag_50,53
11475000,1976,DS_Mag_90,257.70000000000005
11475000,1976,FA_Dur,NA
11475000,1976,FA_Mag,NA
11475000,1976,FA_Tim,NA
11475000,1976,SP_ROC,0.06115702479338843
11475000,1976,SP_Dur,46
11475000,1976,SP_Mag,8080
11475000,1976,SP_Tim,194
11475000,1976,Wet_BFL_Dur,173
11475000,1976,Wet_BFL_Mag_10,429
11475000,1976,Wet_BFL_Mag_50,1480
11475000,1976,Wet_Tim,21
11475000,1976,Peak_Tim_10,NA
11475000,1976,Peak_Tim_2,NA
11475000,1976,Peak_Tim_5,NA
11475000,1976,Peak_Dur_10,NA
11475000,1976,Peak_Dur_2,NA
11475000,1976,Peak_Dur_5,NA
11475000,1976,Peak_10,191000.00000000003
11475000,1976,Peak_2,69500
11475000,1976,Peak_5,122200
11475000,1976,Peak_Fre_10,NA
11475000,1976,Peak_Fre_2,NA
11475000,1976,Peak_Fre_5,NA
11475000,1977,DS_Dur_WS,148
11475000,1977,DS_Tim,285
11475000,1977,DS_Mag_50,22
11475000,1977,DS_Mag_90,868.5000000000005
11475000,1977,FA_Dur,7
11475000,1977,FA_Mag,375.0004555548728
11475000,1977,FA_Tim,47
11475000,1977,SP_ROC,0.0625
11475000,1977,SP_Dur,56
11475000,1977,SP_Mag,522
11475000,1977,SP_Tim,229
11475000,1977,Wet_BFL_Dur,101
11475000,1977,Wet_BFL_Mag_10,196
11475000,1977,Wet_BFL_Mag_50,481
11475000,1977,Wet_Tim,128
11475000,1977,Peak_Tim_10,NA
11475000,1977,Peak_Tim_2,NA
11475000,1977,Peak_Tim_5,NA
11475000,1977,Peak_Dur_10,NA
11475000,1977,Peak_Dur_2,NA
11475000,1977,Peak_Dur_5,NA
11475000,1977,Peak_10,191000.00000000003
11475000,1977,Peak_2,69500
11475000,1977,Peak_5,122200
11475000,1977,Peak_Fre_10,NA
11475000,1977,Peak_Fre_2,NA
11475000,1977,Peak_Fre_5,NA
11475000,1978,DS_Dur_WS,219
11475000,1978,DS_Tim,242
11475000,1978,DS_Mag_50,108
11475000,1978,DS_Mag_90,370.80000000000024
11475000,1978,FA_Dur,9
11475000,1978,FA_Mag,857.9973000083494
11475000,1978,FA_Tim,30
11475000,1978,SP_ROC,0.07933884297520662
11475000,1978,SP_Dur,36
11475000,1978,SP_Mag,8590
11475000,1978,SP_Tim,206
11475000,1978,Wet_BFL_Dur,139
11475000,1978,Wet_BFL_Mag_10,4666
11475000,1978,Wet_BFL_Mag_50,9030
11475000,1978,Wet_Tim,67
11475000,1978,Peak_Tim_10,NA
11475000,1978,Peak_Tim_2,106
11475000,1978,Peak_Tim_5,NA
11475000,1978,Peak_Dur_10,NA
11475000,1978,Peak_Dur_2,3
11475000,1978,Peak_Dur_5,NA
11475000,1978,Peak_10,191000.00000000003
11475000,1978,Peak_2,69500
11475000,1978,Peak_5,122200
11475000,1978,Peak_Fre_10,NA
11475000,1978,Peak_Fre_2,1
11475000,1978,Peak_Fre_5,NA
11475000,1979,DS_Dur_WS,124
11475000,1979,DS_Tim,258
11475000,1979,DS_Mag_50,38.5
11475000,1979,DS_Mag_90,194.80000000000004
11475000,1979,FA_Dur,9
11475000,1979,FA_Mag,233.00004301455692
11475000,1979,FA_Tim,52
11475000,1979,SP_ROC,0.07311504621895534
11475000,1979,SP_Dur,35
11475000,1979,SP_Mag,11500
11475000,1979,SP_Tim,223
11475000,1979,Wet_BFL_Dur,128
11475000,1979,Wet_BFL_Mag_10,491.30000000000007
11475000,1979,Wet_BFL_Mag_50,3440
11475000,1979,Wet_Tim,95
11475000,1979,Peak_Tim_10,NA
11475000,1979,Peak_Tim_2,NA
11475000,1979,Peak_Tim_5,NA
11475000,1979,Peak_Dur_10,NA
11475000,1979,Peak_Dur_2,NA
11475000,1979,Peak_Dur_5,NA
11475000,1979,Peak_10,191000.00000000003
11475000,1979,Peak_2,69500
11475000,1979,Peak_5,122200
11475000,1979,Peak_Fre_10,NA
11475000,1979,Peak_Fre_2,NA
11475000,1979,Peak_Fre_5,NA
11475000,1980,DS_Dur_WS,176
11475000,1980,DS_Tim,245
11475000,1980,DS_Mag_50,84
11475000,1980,DS_Mag_90,404
11475000,1980,FA_Dur,NA
11475000,1980,FA_Mag,NA
11475000,1980,FA_Tim,NA
11475000,1980,SP_ROC,0.0481283422459893
11475000,1980,SP_Dur,53
11475000,1980,SP_Mag,10000
11475000,1980,SP_Tim,192
11475000,1980,Wet_BFL_Dur,176
11475000,1980,Wet_BFL_Mag_10,917
11475000,1980,Wet_BFL_Mag_50,5145
11475000,1980,Wet_Tim,16
11475000,1980,Peak_Tim_10,NA
11475000,1980,Peak_Tim_2,122
11475000,1980,Peak_Tim_5,104
11475000,1980,Peak_Dur_10,NA
11475000,1980,Peak_Dur_2,4
11475000,1980,Peak_Dur_5,1
11475000,1980,Peak_10,191000.00000000003
11475000,1980,Peak_2,69500
11475000,1980,Peak_5,122200
11475000,1980,Peak_Fre_10,NA
11475000,1980,Peak_Fre_2,2
11475000,1980,Peak_Fre_5,1
11475000,1981,DS_Dur_WS,181
11475000,1981,DS_Tim,222
11475000,1981,DS_Mag_50,87
11475000,1981,DS_Mag_90,634
11475000,1981,FA_Dur,8
11475000,1981,FA_Mag,116.00033440923325
11475000,1981,FA_Tim,16
11475000,1981,SP_ROC,0.06391361256544503
11475000,1981,SP_Dur,41
11475000,1981,SP_Mag,12600
11475000,1981,SP_Tim,181
11475000,1981,Wet_BFL_Dur,126
11475000,1981,Wet_BFL_Mag_10,512
11475000,1981,Wet_BFL_Mag_50,3160
11475000,1981,Wet_Tim,55
11475000,1981,Peak_Tim_10,NA
11475000,1981,Peak_Tim_2,NA
11475000,1981,Peak_Tim_5,NA
11475000,1981,Peak_Dur_10,NA
11475000,1981,Peak_Dur_2,NA
11475000,1981,Peak_Dur_5,NA
11475000,1981,Peak_10,191000.00000000003
11475000,1981,Peak_2,69500
11475000,1981,Peak_5,122200
11475000,1981,Peak_Fre_10,NA
11475000,1981,Peak_Fre_2,NA
11475000,1981,Peak_Fre_5,NA
11475000,1982,DS_Dur_WS,160
11475000,1982,DS_Tim,250
11475000,1982,DS_Mag_50,97.5
11475000,1982,DS_Mag_90,603.1
11475000,1982,FA_Dur,3
11475000,1982,FA_Mag,6879.962788971559
11475000,1982,FA_Tim,28
11475000,1982,SP_ROC,0.05423728813559322
11475000,1982,SP_Dur,51
11475000,1982,SP_Mag,51000
11475000,1982,SP_Tim,199
11475000,1982,Wet_BFL_Dur,162
11475000,1982,Wet_BFL_Mag_10,3820.0000000000005
11475000,1982,Wet_BFL_Mag_50,10900
11475000,1982,Wet_Tim,37
11475000,1982,Peak_Tim_10,NA
11475000,1982,Peak_Tim_2,138
11475000,1982,Peak_Tim_5,79
11475000,1982,Peak_Dur_10,NA
11475000,1982,Peak_Dur_2,4
11475000,1982,Peak_Dur_5,1
11475000,1982,Peak_10,191000.00000000003
11475000,1982,Peak_2,69500
11475000,1982,Peak_5,122200
11475000,1982,Peak_Fre_10,NA
11475000,1982,Peak_Fre_2,3
11475000,1982,Peak_Fre_5,1
11475000,1983,DS_Dur_WS,132
11475000,1983,DS_Tim,269
11475000,1983,DS_Mag_50,168.5
11475000,1983,DS_Mag_90,570.3000000000001
11475000,1983,FA_Dur,2
11475000,1983,FA_Mag,7609.936797815645
11475000,1983,FA_Tim,29
11475000,1983,SP_ROC,0.05405405405405406
11475000,1983,SP_Dur,32
11475000,1983,SP_Mag,7500
11475000,1983,SP_Tim,237
11475000,1983,Wet_BFL_Dur,193
11475000,1983,Wet_BFL_Mag_10,3564
11475000,1983,Wet_BFL_Mag_50,13700
11475000,1983,Wet_Tim,44
11475000,1983,Peak_Tim_10,NA
11475000,1983,Peak_Tim_2,140
11475000,1983,Peak_Tim_5,118
11475000,1983,Peak_Dur_10,NA
11475000,1983,Peak_Dur_2,5
11475000,1983,Peak_Dur_5,1
11475000,1983,Peak_10,191000.00000000003
11475000,1983,Peak_2,69500
11475000,1983,Peak_5,122200
11475000,1983,Peak_Fre_10,NA
11475000,1983,Peak_Fre_2,4
11475000,1983,Peak_Fre_5,1
11475000,1984,DS_Dur_WS,142
11475000,1984,DS_Tim,250
11475000,1984,DS_Mag_50,68.5
11475000,1984,DS_Mag_90,315.70000000000005
11475000,1984,FA_Dur,NA
11475000,1984,FA_Mag,NA
11475000,1984,FA_Tim,NA
11475000,1984,SP_ROC,0.05218855218855219
11475000,1984,SP_Dur,32
11475000,1984,SP_Mag,3130
11475000,1984,SP_Tim,218
11475000,1984,Wet_BFL_Dur,183
11475000,1984,Wet_BFL_Mag_10,1592
11475000,1984,Wet_BFL_Mag_50,4840
11475000,1984,Wet_Tim,35
11475000,1984,Peak_Tim_10,NA
11475000,1984,Peak_Tim_2,NA
11475000,1984,Peak_Tim_5,NA
11475000,1984,Peak_Dur_10,NA
11475000,1984,Peak_Dur_2,NA
11475000,1984,Peak_Dur_5,NA
11475000,1984,Peak_10,191000.00000000003
11475000,1984,Peak_2,69500
11475000,1984,Peak_5,122200
11475000,1984,Peak_Fre_10,NA
11475000,1984,Peak_Fre_2,NA
11475000,1984,Peak_Fre_5,NA
11475000,1985,DS_Dur_WS,242
11475000,1985,DS_Tim,227
11475000,1985,DS_Mag_50,92
11475000,1985,DS_Mag_90,1595.0000000000002
11475000,1985,FA_Dur,NA
11475000,1985,FA_Mag,NA
11475000,1985,FA_Tim,NA
11475000,1985,SP_ROC,0.05460750853242321
11475000,1985,SP_Dur,41
11475000,1985,SP_Mag,9700
11475000,1985,SP_Tim,186
11475000,1985,Wet_BFL_Dur,160
11475000,1985,Wet_BFL_Mag_10,1118
11475000,1985,Wet_BFL_Mag_50,2420
11475000,1985,Wet_Tim,26
11475000,1985,Peak_Tim_10,NA
11475000,1985,Peak_Tim_2,NA
11475000,1985,Peak_Tim_5,NA
11475000,1985,Peak_Dur_10,NA
11475000,1985,Peak_Dur_2,NA
11475000,1985,Peak_Dur_5,NA
11475000,1985,Peak_10,191000.00000000003
11475000,1985,Peak_2,69500
11475000,1985,Peak_5,122200
11475000,1985,Peak_Fre_10,NA
11475000,1985,Peak_Fre_2,NA
11475000,1985,Peak_Fre_5,NA
11475000,1986,DS_Dur_WS,249
11475000,1986,DS_Tim,193
11475000,1986,DS_Mag_50,215
11475000,1986,DS_Mag_90,1334.0000000000005
11475000,1986,FA_Dur,5
11475000,1986,FA_Mag,920.9948560251069
11475000,1986,FA_Tim,23
11475000,1986,SP_ROC,0.0786873537476492
11475000,1986,SP_Dur,29
11475000,1986,SP_Mag,39600
11475000,1986,SP_Tim,164
11475000,1986,Wet_BFL_Dur,61
11475000,1986,Wet_BFL_Mag_10,5720
11475000,1986,Wet_BFL_Mag_50,16000
11475000,1986,Wet_Tim,103
11475000,1986,Peak_Tim_10,139
11475000,1986,Peak_Tim_2,137
11475000,1986,Peak_Tim_5,139
11475000,1986,Peak_Dur_10,2
11475000,1986,Peak_Dur_2,6
11475000,1986,Peak_Dur_5,2
11475000,1986,Peak_10,191000.00000000003
11475000,1986,Peak_2,69500
11475000,1986,Peak_5,122200
11475000,1986,Peak_Fre_10,1
11475000,1986,Peak_Fre_2,1
11475000,1986,Peak_Fre_5,1
11475000,1987,DS_Dur_WS,211
11475000,1987,DS_Tim,207
11475000,1987,DS_Mag_50,53
11475000,1987,DS_Mag_90,589
11475000,1987,FA_Dur,5
11475000,1987,FA_Mag,403.99979301243997
11475000,1987,FA_Tim,0
11475000,1987,SP_ROC,0.06077348066298342
11475000,1987,SP_Dur,39
11475000,1987,SP_Mag,28300
11475000,1987,SP_Tim,168
11475000,1987,Wet_BFL_Dur,92
11475000,1987,Wet_BFL_Mag_10,1004
11475000,1987,Wet_BFL_Mag_50,3630
11475000,1987,Wet_Tim,76
11475000,1987,Peak_Tim_10,NA
11475000,1987,Peak_Tim_2,NA
11475000,1987,Peak_Tim_5,NA
11475000,1987,Peak_Dur_10,NA
11475000,1987,Peak_Dur_2,NA
11475000,1987,Peak_Dur_5,NA
11475000,1987,Peak_10,191000.00000000003
11475000,1987,Peak_2,69500
11475000,1987,Peak_5,122200
11475000,1987,Peak_Fre_10,NA
11475000,1987,Peak_Fre_2,NA
11475000,1987,Peak_Fre_5,NA
11475000,1988,DS_Dur_WS,125
11475000,1988,DS_Tim,279
11475000,1988,DS_Mag_50,26
11475000,1988,DS_Mag_90,91.60000000000001
11475000,1988,FA_Dur,NA
11475000,1988,FA_Mag,NA
11475000,1988,FA_Tim,NA
11475000,1988,SP_ROC,0.053271422541156604
11475000,1988,SP_Dur,122
11475000,1988,SP_Mag,2060
11475000,1988,SP_Tim,157
11475000,1988,Wet_BFL_Dur,105
11475000,1988,Wet_BFL_Mag_10,1372
11475000,1988,Wet_BFL_Mag_50,3200
11475000,1988,Wet_Tim,52
11475000,1988,Peak_Tim_10,NA
11475000,1988,Peak_Tim_2,NA
11475000,1988,Peak_Tim_5,NA
11475000,1988,Peak_Dur_10,NA
11475000,1988,Peak_Dur_2,NA
11475000,1988,Peak_Dur_5,NA
11475000,1988,Peak_10,191000.00000000003
11475000,1988,Peak_2,69500
11475000,1988,Peak_5,122200
11475000,1988,Peak_Fre_10,NA
11475000,1988,Peak_Fre_2,NA
11475000,1988,Peak_Fre_5,NA
11475000,1989,DS_Dur_WS,225
11475000,1989,DS_Tim,230
11475000,1989,DS_Mag_50,136
11475000,1989,DS_Mag_90,644.1999999999999
11475000,1989,FA_Dur,NA
11475000,1989,FA_Mag,NA
11475000,1989,FA_Tim,NA
11475000,1989,SP_ROC,0.06007760030622542
11475000,1989,SP_Dur,51
11475000,1989,SP_Mag,28000
11475000,1989,SP_Tim,179
11475000,1989,Wet_BFL_Dur,141
11475000,1989,Wet_BFL_Mag_10,1100
11475000,1989,Wet_BFL_Mag_50,3670
11475000,1989,Wet_Tim,38
11475000,1989,Peak_Tim_10,NA
11475000,1989,Peak_Tim_2,NA
11475000,1989,Peak_Tim_5,NA
11475000,1989,Peak_Dur_10,NA
11475000,1989,Peak_Dur_2,NA
11475000,1989,Peak_Dur_5,NA
11475000,1989,Peak_10,191000.00000000003
11475000,1989,Peak_2,69500
11475000,1989,Peak_5,122200
11475000,1989,Peak_Fre_10,NA
11475000,1989,Peak_Fre_2,NA
11475000,1989,Peak_Fre_5,NA
11475000,1990,DS_Dur_WS,220
11475000,1990,DS_Tim,289
11475000,1990,DS_Mag_50,56.5
11475000,1990,DS_Mag_90,211.19999999999993
11475000,1990,FA_Dur,4
11475000,1990,FA_Mag,6899.968570495214
11475000,1990,FA_Tim,23
11475000,1990,SP_ROC,0.0644120429898833
11475000,1990,SP_Dur,43
11475000,1990,SP_Mag,21100
11475000,1990,SP_Tim,246
11475000,1990,Wet_BFL_Dur,157
11475000,1990,Wet_BFL_Mag_10,308.20000000000005
11475000,1990,Wet_BFL_Mag_50,2440
11475000,1990,Wet_Tim,89
11475000,1990,Peak_Tim_10,NA
11475000,1990,Peak_Tim_2,NA
11475000,1990,Peak_Tim_5,NA
11475000,1990,Peak_Dur_10,NA
11475000,1990,Peak_Dur_2,NA
11475000,1990,Peak_Dur_5,NA
11475000,1990,Peak_10,191000.00000000003
11475000,1990,Peak_2,69500
11475000,1990,Peak_5,122200
11475000,1990,Peak_Fre_10,NA
11475000,1990,Peak_Fre_2,NA
11475000,1990,Peak_Fre_5,NA
11475000,1991,DS_Dur_WS,221
11475000,1991,DS_Tim,261
11475000,1991,DS_Mag_50,100
11475000,1991,DS_Mag_90,855
11475000,1991,FA_Dur,5
11475000,1991,FA_Mag,162.0033477291505
11475000,1991,FA_Tim,32
11475000,1991,SP_ROC,0.05755395683453238
11475000,1991,SP_Dur,50
11475000,1991,SP_Mag,2460
11475000,1991,SP_Tim,211
11475000,1991,Wet_BFL_Dur,68
11475000,1991,Wet_BFL_Mag_10,135
11475000,1991,Wet_BFL_Mag_50,4065
11475000,1991,Wet_Tim,143
11475000,1991,Peak_Tim_10,NA
11475000,1991,Peak_Tim_2,NA
11475000,1991,Peak_Tim_5,NA
11475000,1991,Peak_Dur_10,NA
11475000,1991,Peak_Dur_2,NA
11475000,1991,Peak_Dur_5,NA
11475000,1991,Peak_10,191000.00000000003
11475000,1991,Peak_2,69500
11475000,1991,Peak_5,122200
11475000,1991,Peak_Fre_10,NA
11475000,1991,Peak_Fre_2,NA
11475000,1991,Peak_Fre_5,NA
11475000,1992,DS_Dur_WS,186
11475000,1992,DS_Tim,242
11475000,1992,DS_Mag_50,51.5
11475000,1992,DS_Mag_90,304.5
11475000,1992,FA_Dur,5
11475000,1992,FA_Mag,768.9799693046772
11475000,1992,FA_Tim,27
11475000,1992,SP_ROC,0.056962025316455694
11475000,1992,SP_Dur,39
11475000,1992,SP_Mag,7550
11475000,1992,SP_Tim,203
11475000,1992,Wet_BFL_Dur,87
11475000,1992,Wet_BFL_Mag_10,1282
11475000,1992,Wet_BFL_Mag_50,3030
11475000,1992,Wet_Tim,116
11475000,1992,Peak_Tim_10,NA
11475000,1992,Peak_Tim_2,NA
11475000,1992,Peak_Tim_5,NA
11475000,1992,Peak_Dur_10,NA
11475000,1992,Peak_Dur_2,NA
11475000,1992,Peak_Dur_5,NA
11475000,1992,Peak_10,191000.00000000003
11475000,1992,Peak_2,69500
11475000,1992,Peak_5,122200
11475000,1992,Peak_Fre_10,NA
11475000,1992,Peak_Fre_2,NA
11475000,1992,Peak_Fre_5,NA
11475000,1993,DS_Dur_WS,152
11475000,1993,DS_Tim,276
11475000,1993,DS_Mag_50,99
11475000,1993,DS_Mag_90,346.70000000000005
11475000,1993,FA_Dur,5
11475000,1993,FA_Mag,1820.0049039058897
11475000,1993,FA_Tim,32
11475000,1993,SP_ROC,0.07494222515681744
11475000,1993,SP_Dur,29
11475000,1993,SP_Mag,17900
11475000,1993,SP_Tim,247
11475000,1993,Wet_BFL_Dur,185
11475000,1993,Wet_BFL_Mag_10,2320
11475000,1993,Wet_BFL_Mag_50,7120
11475000,1993,Wet_Tim,62
11475000,1993,Peak_Tim_10,NA
11475000,1993,Peak_Tim_2,111
11475000,1993,Peak_Tim_5,NA
11475000,1993,Peak_Dur_10,NA
11475000,1993,Peak_Dur_2,3
11475000,1993,Peak_Dur_5,NA
11475000,1993,Peak_10,191000.00000000003
11475000,1993,Peak_2,69500
11475000,1993,Peak_5,122200
11475000,1993,Peak_Fre_10,NA
11475000,1993,Peak_Fre_2,1
11475000,1993,Peak_Fre_5,NA
11475000,1994,DS_Dur_WS,189
11475000,1994,DS_Tim,260
11475000,1994,DS_Mag_50,31
11475000,1994,DS_Mag_90,2042.000000000001
11475000,1994,FA_Dur,5
11475000,1994,FA_Mag,190.99779449047298
11475000,1994,FA_Tim,16
11475000,1994,SP_ROC,0.06724782067247821
11475000,1994,SP_Dur,24
11475000,1994,SP_Mag,1500
11475000,1994,SP_Tim,236
11475000,1994,Wet_BFL_Dur,174
11475000,1994,Wet_BFL_Mag_10,874.5
11475000,1994,Wet_BFL_Mag_50,1600
11475000,1994,Wet_Tim,62
11475000,1994,Peak_Tim_10,NA
11475000,1994,Peak_Tim_2,NA
11475000,1994,Peak_Tim_5,NA
11475000,1994,Peak_Dur_10,NA
11475000,1994,Peak_Dur_2,NA
11475000,1994,Peak_Dur_5,NA
11475000,1994,Peak_10,191000.00000000003
11475000,1994,Peak_2,69500
11475000,1994,Peak_5,122200
11475000,1994,Peak_Fre_10,NA
11475000,1994,Peak_Fre_2,NA
11475000,1994,Peak_Fre_5,NA
11475000,1995,DS_Dur_WS,176
11475000,1995,DS_Tim,249
11475000,1995,DS_Mag_50,91
11475000,1995,DS_Mag_90,932.5
11475000,1995,FA_Dur,9
11475000,1995,FA_Mag,825.004859964144
11475000,1995,FA_Tim,40
11475000,1995,SP_ROC,0.05913978494623656
11475000,1995,SP_Dur,32
11475000,1995,SP_Mag,23800
11475000,1995,SP_Tim,217
11475000,1995,Wet_BFL_Dur,134
11475000,1995,Wet_BFL_Mag_10,3648
11475000,1995,Wet_BFL_Mag_50,11100
11475000,1995,Wet_Tim,83
11475000,1995,Peak_Tim_10,100
11475000,1995,Peak_Tim_2,159
11475000,1995,Peak_Tim_5,102.5
11475000,1995,Peak_Dur_10,1
11475000,1995,Peak_Dur_2,13
11475000,1995,Peak_Dur_5,2
11475000,1995,Peak_10,191000.00000000003
11475000,1995,Peak_2,69500
11475000,1995,Peak_5,122200
11475000,1995,Peak_Fre_10,1
11475000,1995,Peak_Fre_2,3
11475000,1995,Peak_Fre_5,2
11475000,1996,DS_Dur_WS,150
11475000,1996,DS_Tim,261
11475000,1996,DS_Mag_50,76.5
11475000,1996,DS_Mag_90,370.89999999999986
11475000,1996,FA_Dur,NA
11475000,1996,FA_Mag,NA
11475000,1996,FA_Tim,NA
11475000,1996,SP_ROC,0.075
11475000,1996,SP_Dur,23
11475000,1996,SP_Mag,14800
11475000,1996,SP_Tim,238
11475000,1996,Wet_BFL_Dur,179
11475000,1996,Wet_BFL_Mag_10,1824
11475000,1996,Wet_BFL_Mag_50,6580
11475000,1996,Wet_Tim,59
11475000,1996,Peak_Tim_10,NA
11475000,1996,Peak_Tim_2,NA
11475000,1996,Peak_Tim_5,NA
11475000,1996,Peak_Dur_10,NA
11475000,1996,Peak_Dur_2,NA
11475000,1996,Peak_Dur_5,NA
11475000,1996,Peak_10,191000.00000000003
11475000,1996,Peak_2,69500
11475000,1996,Peak_5,122200
11475000,1996,Peak_Fre_10,NA
11475000,1996,Peak_Fre_2,NA
11475000,1996,Peak_Fre_5,NA
11475000,1997,DS_Dur_WS,204
11475000,1997,DS_Tim,252
11475000,1997,DS_Mag_50,113.5
11475000,1997,DS_Mag_90,3622.000000000001
11475000,1997,FA_Dur,NA
11475000,1997,FA_Mag,NA
11475000,1997,FA_Tim,NA
11475000,1997,SP_ROC,0.06167400881057269
11475000,1997,SP_Dur,131
11475000,1997,SP_Mag,90900
11475000,1997,SP_Tim,121
11475000,1997,Wet_BFL_Dur,76
11475000,1997,Wet_BFL_Mag_10,1048.5
11475000,1997,Wet_BFL_Mag_50,10400
11475000,1997,Wet_Tim,45
11475000,1997,Peak_Tim_10,92
11475000,1997,Peak_Tim_2,103.5
11475000,1997,Peak_Tim_5,91
11475000,1997,Peak_Dur_10,1
11475000,1997,Peak_Dur_2,6
11475000,1997,Peak_Dur_5,3
